id_gestion,fecha_gestion,asesor,regional,tipo_gestion,resultado
GES00806,2025-08-02,Asesor_027,Costa,WhatsApp,No efectiva
GES00807,2026-04-04,Asesor_028,Eje Cafetero,Llamada,No efectiva
GES00808,2026-01-31,Asesor_028,Eje Cafetero,Email,No efectiva
GES00809,2026-02-22,Asesor_028,Eje Cafetero,Llamada,No efectiva
GES00810,2026-06-28,Asesor_028,Eje Cafetero,Llamada,Efectiva
GES00811,2026-01-22,Asesor_028,Eje Cafetero,Llamada,No efectiva
GES00812,2025-12-27,Asesor_028,Eje Cafetero,Visita,Efectiva
GES00813,2025-08-21,Asesor_028,Eje Cafetero,WhatsApp,No efectiva
GES00814,2026-01-01,Asesor_028,Eje Cafetero,WhatsApp,No efectiva
GES00815,2026-06-19,Asesor_028,Eje Cafetero,Email,No efectiva
GES00816,2026-06-20,Asesor_028,Eje Cafetero,WhatsApp,No efectiva
GES00817,2025-10-11,Asesor_028,Eje Cafetero,Llamada,Efectiva
GES00818,2026-05-31,Asesor_028,Eje Cafetero,Visita,No efectiva
GES00819,2025-09-02,Asesor_028,Eje Cafetero,Email,No efectiva
GES00820,2026-03-19,Asesor_028,Eje Cafetero,Llamada,Efectiva
GES00821,2025-08-29,Asesor_028,Eje Cafetero,Email,No efectiva
GES00822,2025-08-22,Asesor_028,Eje Cafetero,WhatsApp,Efectiva
GES00823,2026-07-01,Asesor_028,Eje Cafetero,WhatsApp,No efectiva
GES00824,2026-05-02,Asesor_028,Eje Cafetero,Visita,No efectiva
GES00825,2025-11-28,Asesor_028,Eje Cafetero,Llamada,Efectiva
GES00826,2025-10-12,Asesor_028,Eje Cafetero,WhatsApp,No efectiva
GES00827,2026-03-30,Asesor_028,Eje Cafetero,Llamada,Efectiva
GES00828,2026-06-29,Asesor_028,Eje Cafetero,Visita,Efectiva
GES00829,2026-06-20,Asesor_028,Eje Cafetero,Llamada,No efectiva
GES00830,2025-09-19,Asesor_028,Eje Cafetero,WhatsApp,No efectiva
GES00831,2026-05-30,Asesor_028,Eje Cafetero,Llamada,No efectiva
GES00832,2025-09-24,Asesor_028,Eje Cafetero,Llamada,No efectiva
GES00833,2026-06-12,Asesor_028,Eje Cafetero,Visita,Efectiva
GES00834,2025-11-12,Asesor_028,Eje Cafetero,WhatsApp,Efectiva
GES00835,2026-07-14,Asesor_028,Eje Cafetero,WhatsApp,Efectiva
GES00836,2026-05-22,Asesor_028,Eje Cafetero,Visita,Efectiva
GES00837,2025-11-18,Asesor_028,Eje Cafetero,Llamada,No efectiva
GES00838,2026-01-19,Asesor_028,Eje Cafetero,Llamada,Efectiva
GES00839,2025-10-12,Asesor_028,Eje Cafetero,WhatsApp,Efectiva
GES00840,2026-02-06,Asesor_028,Eje Cafetero,Visita,Efectiva
GES00841,2026-05-25,Asesor_028,Eje Cafetero,Llamada,Efectiva
GES00842,2026-06-20,Asesor_028,Eje Cafetero,WhatsApp,No efectiva
GES00843,2025-08-09,Asesor_028,Eje Cafetero,WhatsApp,Efectiva
GES00844,2025-08-04,Asesor_028,Eje Cafetero,Visita,No efectiva
GES00845,2026-06-30,Asesor_028,Eje Cafetero,Email,Efectiva
GES00846,2026-04-01,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00847,2026-06-24,Asesor_029,Eje Cafetero,Email,No efectiva
GES00848,2026-02-27,Asesor_029,Eje Cafetero,Visita,No efectiva
GES00849,2026-06-09,Asesor_029,Eje Cafetero,Llamada,No efectiva
GES00850,2026-04-13,Asesor_029,Eje Cafetero,Llamada,No efectiva
GES00851,2026-01-02,Asesor_029,Eje Cafetero,Email,Efectiva
GES00852,2026-05-13,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00853,2026-04-29,Asesor_029,Eje Cafetero,Llamada,No efectiva
GES00854,2026-05-04,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00855,2026-06-17,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00856,2025-11-08,Asesor_029,Eje Cafetero,Llamada,No efectiva
GES00857,2026-03-31,Asesor_029,Eje Cafetero,WhatsApp,Efectiva
GES00858,2026-07-10,Asesor_029,Eje Cafetero,Llamada,Efectiva
GES00859,2026-02-03,Asesor_029,Eje Cafetero,Email,Efectiva
GES00860,2025-12-07,Asesor_029,Eje Cafetero,Email,No efectiva
GES00861,2026-03-21,Asesor_029,Eje Cafetero,Llamada,Efectiva
GES00862,2025-08-27,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00863,2025-08-15,Asesor_029,Eje Cafetero,WhatsApp,No efectiva
GES00864,2025-09-06,Asesor_029,Eje Cafetero,Visita,No efectiva
GES00865,2026-05-31,Asesor_029,Eje Cafetero,Email,Efectiva
GES00866,2026-07-13,Asesor_029,Eje Cafetero,Email,Efectiva
GES00867,2025-09-26,Asesor_029,Eje Cafetero,Email,Efectiva
GES00868,2025-11-30,Asesor_029,Eje Cafetero,WhatsApp,No efectiva
GES00869,2026-02-09,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00870,2026-05-27,Asesor_029,Eje Cafetero,WhatsApp,Efectiva
GES00871,2026-03-12,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00872,2026-06-09,Asesor_029,Eje Cafetero,WhatsApp,Efectiva
GES00873,2026-02-08,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00874,2025-11-08,Asesor_029,Eje Cafetero,Email,No efectiva
GES00875,2025-11-12,Asesor_029,Eje Cafetero,Email,Efectiva
GES00876,2026-05-19,Asesor_029,Eje Cafetero,Llamada,Efectiva
GES00877,2025-09-26,Asesor_029,Eje Cafetero,WhatsApp,Efectiva
GES00878,2025-10-27,Asesor_029,Eje Cafetero,Email,Efectiva
GES00879,2025-12-30,Asesor_029,Eje Cafetero,Visita,No efectiva
GES00880,2026-06-23,Asesor_029,Eje Cafetero,Visita,No efectiva
GES00881,2026-05-11,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00882,2026-04-25,Asesor_029,Eje Cafetero,WhatsApp,No efectiva
GES00883,2025-11-19,Asesor_029,Eje Cafetero,WhatsApp,No efectiva
GES00884,2025-12-21,Asesor_029,Eje Cafetero,Llamada,No efectiva
GES00885,2025-12-05,Asesor_029,Eje Cafetero,Visita,Efectiva
GES00886,2025-11-22,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00887,2025-08-03,Asesor_030,Eje Cafetero,WhatsApp,No efectiva
GES00888,2025-08-21,Asesor_030,Eje Cafetero,WhatsApp,No efectiva
GES00889,2026-04-16,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00890,2026-02-18,Asesor_030,Eje Cafetero,WhatsApp,No efectiva
GES00891,2025-09-20,Asesor_030,Eje Cafetero,WhatsApp,No efectiva
GES00892,2025-09-12,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00893,2026-02-25,Asesor_030,Eje Cafetero,Visita,Efectiva
GES00894,2025-12-30,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00895,2025-09-16,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00896,2026-01-04,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00897,2026-05-20,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00898,2026-03-26,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00899,2026-02-24,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00900,2026-02-06,Asesor_030,Eje Cafetero,WhatsApp,No efectiva
GES00901,2025-08-01,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00902,2026-01-18,Asesor_030,Eje Cafetero,Llamada,Efectiva
GES00903,2025-12-17,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00904,2025-09-11,Asesor_030,Eje Cafetero,Email,No efectiva
GES00905,2025-08-29,Asesor_030,Eje Cafetero,Email,No efectiva
GES00906,2025-09-26,Asesor_030,Eje Cafetero,WhatsApp,No efectiva
GES00907,2026-06-13,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00908,2025-10-29,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00909,2025-11-13,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00910,2025-12-01,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00911,2026-05-25,Asesor_030,Eje Cafetero,Visita,No efectiva
GES00912,2025-11-24,Asesor_030,Eje Cafetero,Email,Efectiva
GES00913,2025-12-15,Asesor_030,Eje Cafetero,WhatsApp,Efectiva
GES00914,2025-09-02,Asesor_030,Eje Cafetero,Email,Efectiva
GES00915,2026-04-06,Asesor_030,Eje Cafetero,Llamada,No efectiva
GES00916,2026-04-30,Asesor_030,Eje Cafetero,Email,No efectiva
GES00917,2026-02-05,Asesor_030,Eje Cafetero,Llamada,Efectiva
GES00918,2026-03-23,Asesor_030,Eje Cafetero,Llamada,Efectiva
GES00919,2025-12-26,Asesor_031,Eje Cafetero,Llamada,Efectiva
GES00920,2025-12-20,Asesor_031,Eje Cafetero,Llamada,No efectiva
GES00921,2026-04-12,Asesor_031,Eje Cafetero,Visita,No efectiva
GES00922,2026-04-24,Asesor_031,Eje Cafetero,Llamada,Efectiva
GES00923,2026-05-05,Asesor_031,Eje Cafetero,Visita,No efectiva
GES00924,2026-03-04,Asesor_031,Eje Cafetero,WhatsApp,No efectiva
GES00925,2025-08-11,Asesor_031,Eje Cafetero,Email,Efectiva
GES00926,2025-08-12,Asesor_031,Eje Cafetero,Visita,No efectiva
GES00927,2026-04-24,Asesor_031,Eje Cafetero,Email,No efectiva
GES00928,2026-01-23,Asesor_031,Eje Cafetero,Email,No efectiva
GES00929,2026-07-07,Asesor_031,Eje Cafetero,WhatsApp,No efectiva
GES00930,2026-05-18,Asesor_031,Eje Cafetero,Visita,No efectiva
GES00931,2026-01-04,Asesor_031,Eje Cafetero,Visita,No efectiva
GES00932,2025-11-25,Asesor_031,Eje Cafetero,WhatsApp,Efectiva
GES00933,2025-12-26,Asesor_031,Eje Cafetero,Llamada,Efectiva
GES00934,2025-12-24,Asesor_031,Eje Cafetero,WhatsApp,No efectiva
GES00935,2026-06-13,Asesor_031,Eje Cafetero,Visita,No efectiva
GES00936,2025-12-25,Asesor_031,Eje Cafetero,Visita,No efectiva
GES00937,2026-07-08,Asesor_031,Eje Cafetero,Visita,Efectiva
GES00938,2025-09-29,Asesor_031,Eje Cafetero,Llamada,No efectiva
GES00939,2025-10-04,Asesor_032,Eje Cafetero,WhatsApp,Efectiva
GES00940,2025-11-03,Asesor_032,Eje Cafetero,Visita,Efectiva
GES00941,2025-08-18,Asesor_032,Eje Cafetero,Email,No efectiva
GES00942,2025-10-15,Asesor_032,Eje Cafetero,Email,Efectiva
GES00943,2025-10-23,Asesor_032,Eje Cafetero,Email,Efectiva
GES00944,2025-08-13,Asesor_032,Eje Cafetero,WhatsApp,No efectiva
GES00945,2025-10-14,Asesor_032,Eje Cafetero,WhatsApp,No efectiva
GES00946,2025-10-19,Asesor_032,Eje Cafetero,Llamada,No efectiva
GES00947,2026-05-07,Asesor_032,Eje Cafetero,Email,No efectiva
GES00948,2025-12-30,Asesor_032,Eje Cafetero,WhatsApp,No efectiva
GES00949,2026-05-21,Asesor_032,Eje Cafetero,Visita,No efectiva
GES00950,2026-03-15,Asesor_032,Eje Cafetero,Email,No efectiva
GES00951,2026-04-03,Asesor_032,Eje Cafetero,Llamada,Efectiva
GES00952,2026-05-10,Asesor_032,Eje Cafetero,Llamada,Efectiva
GES00953,2026-02-22,Asesor_032,Eje Cafetero,Visita,Efectiva
GES00954,2025-09-17,Asesor_032,Eje Cafetero,Email,Efectiva
GES00955,2026-06-25,Asesor_032,Eje Cafetero,Visita,Efectiva
GES00956,2025-11-22,Asesor_032,Eje Cafetero,Email,Efectiva
GES00957,2025-09-12,Asesor_032,Eje Cafetero,WhatsApp,No efectiva
GES00958,2025-09-14,Asesor_032,Eje Cafetero,WhatsApp,Efectiva
GES00959,2026-01-10,Asesor_032,Eje Cafetero,Llamada,No efectiva
GES00960,2026-02-01,Asesor_032,Eje Cafetero,WhatsApp,Efectiva
GES00961,2026-03-07,Asesor_032,Eje Cafetero,Email,Efectiva
GES00962,2025-08-07,Asesor_032,Eje Cafetero,Email,Efectiva
GES00963,2026-01-05,Asesor_032,Eje Cafetero,WhatsApp,No efectiva
GES00964,2025-09-14,Asesor_032,Eje Cafetero,Visita,No efectiva
GES00965,2026-03-16,Asesor_032,Eje Cafetero,WhatsApp,No efectiva
GES00966,2025-12-26,Asesor_032,Eje Cafetero,Visita,No efectiva
GES00967,2026-03-06,Asesor_032,Eje Cafetero,WhatsApp,Efectiva
GES00968,2026-05-28,Asesor_032,Eje Cafetero,Llamada,Efectiva
GES00969,2026-01-03,Asesor_032,Eje Cafetero,WhatsApp,No efectiva
GES00970,2026-04-26,Asesor_032,Eje Cafetero,Email,Efectiva
GES00971,2026-05-30,Asesor_032,Eje Cafetero,WhatsApp,Efectiva
GES00972,2026-06-24,Asesor_033,Eje Cafetero,Email,Efectiva
GES00973,2026-05-12,Asesor_033,Eje Cafetero,WhatsApp,No efectiva
GES00974,2025-10-10,Asesor_033,Eje Cafetero,Visita,Efectiva
GES00975,2026-02-12,Asesor_033,Eje Cafetero,Email,No efectiva
GES00976,2025-08-22,Asesor_033,Eje Cafetero,Email,No efectiva
GES00977,2026-01-03,Asesor_033,Eje Cafetero,WhatsApp,No efectiva
GES00978,2026-03-26,Asesor_033,Eje Cafetero,Visita,Efectiva
GES00979,2025-08-02,Asesor_033,Eje Cafetero,Visita,Efectiva
GES00980,2026-06-24,Asesor_033,Eje Cafetero,WhatsApp,Efectiva
GES00981,2026-07-07,Asesor_033,Eje Cafetero,Email,Efectiva
GES00982,2026-04-09,Asesor_033,Eje Cafetero,Visita,Efectiva
GES00983,2025-12-20,Asesor_033,Eje Cafetero,WhatsApp,No efectiva
GES00984,2025-09-04,Asesor_033,Eje Cafetero,Email,No efectiva
GES00985,2026-05-17,Asesor_033,Eje Cafetero,WhatsApp,No efectiva
GES00986,2026-06-18,Asesor_033,Eje Cafetero,WhatsApp,No efectiva
GES00987,2025-10-01,Asesor_033,Eje Cafetero,Email,Efectiva
GES00988,2026-05-22,Asesor_033,Eje Cafetero,Llamada,No efectiva
GES00989,2025-10-23,Asesor_033,Eje Cafetero,Llamada,Efectiva
GES00990,2026-03-25,Asesor_033,Eje Cafetero,Visita,Efectiva
GES00991,2025-08-28,Asesor_033,Eje Cafetero,Email,Efectiva
GES00992,2026-06-22,Asesor_033,Eje Cafetero,Email,Efectiva
GES00993,2025-12-28,Asesor_033,Eje Cafetero,Llamada,Efectiva
GES00994,2026-06-18,Asesor_033,Eje Cafetero,Visita,No efectiva
GES00995,2026-06-03,Asesor_033,Eje Cafetero,Visita,No efectiva
GES00996,2026-01-09,Asesor_033,Eje Cafetero,Email,Efectiva
GES00997,2026-02-02,Asesor_033,Eje Cafetero,Llamada,No efectiva
GES00998,2026-01-28,Asesor_033,Eje Cafetero,Visita,Efectiva
GES00999,2026-04-23,Asesor_033,Eje Cafetero,Email,Efectiva
GES01000,2026-02-27,Asesor_034,Eje Cafetero,Email,No efectiva
GES01001,2025-10-23,Asesor_034,Eje Cafetero,Llamada,Efectiva
GES01002,2026-04-15,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01003,2026-05-14,Asesor_034,Eje Cafetero,Llamada,Efectiva
GES01004,2025-09-09,Asesor_034,Eje Cafetero,Llamada,No efectiva
GES01005,2025-08-09,Asesor_034,Eje Cafetero,WhatsApp,Efectiva
GES01006,2026-02-02,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01007,2026-06-02,Asesor_034,Eje Cafetero,Email,Efectiva
GES01008,2026-01-03,Asesor_034,Eje Cafetero,Llamada,No efectiva
GES01009,2025-09-30,Asesor_034,Eje Cafetero,Visita,Efectiva
GES01010,2025-10-12,Asesor_034,Eje Cafetero,Visita,Efectiva
GES01011,2025-11-16,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01012,2026-03-06,Asesor_034,Eje Cafetero,Llamada,Efectiva
GES01013,2026-04-05,Asesor_034,Eje Cafetero,WhatsApp,Efectiva
GES01014,2025-09-25,Asesor_034,Eje Cafetero,Llamada,No efectiva
GES01015,2026-04-20,Asesor_034,Eje Cafetero,Llamada,Efectiva
GES01016,2025-12-08,Asesor_034,Eje Cafetero,Llamada,Efectiva
GES01017,2026-07-08,Asesor_034,Eje Cafetero,Llamada,No efectiva
GES01018,2025-10-03,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01019,2025-11-11,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01020,2025-08-15,Asesor_034,Eje Cafetero,Llamada,Efectiva
GES01021,2025-12-21,Asesor_034,Eje Cafetero,Email,Efectiva
GES01022,2026-04-14,Asesor_034,Eje Cafetero,Visita,Efectiva
GES01023,2025-09-04,Asesor_034,Eje Cafetero,Llamada,No efectiva
GES01024,2025-08-08,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01025,2025-12-23,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01026,2026-05-03,Asesor_034,Eje Cafetero,Llamada,No efectiva
GES01027,2025-09-20,Asesor_034,Eje Cafetero,Visita,No efectiva
GES01028,2026-04-01,Asesor_034,Eje Cafetero,Email,No efectiva
GES01029,2025-11-03,Asesor_034,Eje Cafetero,WhatsApp,No efectiva
GES01030,2025-11-01,Asesor_035,Santanderes,Email,No efectiva
GES01031,2026-03-06,Asesor_035,Santanderes,Visita,Efectiva
GES01032,2026-02-25,Asesor_035,Santanderes,Llamada,No efectiva
GES01033,2026-01-08,Asesor_035,Santanderes,Llamada,Efectiva
GES01034,2026-04-24,Asesor_035,Santanderes,Visita,Efectiva
GES01035,2026-02-01,Asesor_035,Santanderes,Email,No efectiva
GES01036,2025-08-21,Asesor_035,Santanderes,Llamada,Efectiva
GES01037,2025-09-29,Asesor_035,Santanderes,WhatsApp,Efectiva
GES01038,2026-06-04,Asesor_035,Santanderes,Email,No efectiva
GES01039,2026-03-16,Asesor_035,Santanderes,Visita,No efectiva
GES01040,2025-12-27,Asesor_035,Santanderes,WhatsApp,Efectiva
GES01041,2025-09-05,Asesor_035,Santanderes,WhatsApp,No efectiva
GES01042,2026-02-05,Asesor_035,Santanderes,Visita,Efectiva
GES01043,2026-07-12,Asesor_035,Santanderes,WhatsApp,No efectiva
GES01044,2026-02-19,Asesor_035,Santanderes,WhatsApp,Efectiva
GES01045,2026-07-13,Asesor_035,Santanderes,Llamada,Efectiva
GES01046,2026-02-19,Asesor_035,Santanderes,WhatsApp,No efectiva
GES01047,2025-09-22,Asesor_035,Santanderes,Visita,Efectiva
GES01048,2026-01-21,Asesor_036,Santanderes,Visita,No efectiva
GES01049,2026-02-23,Asesor_036,Santanderes,Llamada,Efectiva
GES01050,2026-03-06,Asesor_036,Santanderes,WhatsApp,Efectiva
GES01051,2026-05-25,Asesor_036,Santanderes,Email,No efectiva
GES01052,2026-06-26,Asesor_036,Santanderes,WhatsApp,Efectiva
GES01053,2026-07-08,Asesor_036,Santanderes,WhatsApp,No efectiva
GES01054,2026-04-19,Asesor_036,Santanderes,Email,Efectiva
GES01055,2026-03-21,Asesor_036,Santanderes,Llamada,Efectiva
GES01056,2026-04-08,Asesor_036,Santanderes,WhatsApp,Efectiva
GES01057,2025-10-08,Asesor_036,Santanderes,Llamada,Efectiva
GES01058,2025-08-28,Asesor_036,Santanderes,Llamada,No efectiva
GES01059,2025-08-14,Asesor_036,Santanderes,Visita,No efectiva
GES01060,2026-07-14,Asesor_036,Santanderes,Email,Efectiva
GES01061,2026-06-15,Asesor_036,Santanderes,Llamada,No efectiva
GES01062,2026-07-05,Asesor_036,Santanderes,WhatsApp,No efectiva
GES01063,2025-11-12,Asesor_036,Santanderes,Email,No efectiva
GES01064,2026-04-09,Asesor_036,Santanderes,Email,No efectiva
GES01065,2026-05-04,Asesor_036,Santanderes,Llamada,No efectiva
GES01066,2025-08-17,Asesor_036,Santanderes,WhatsApp,No efectiva
GES01067,2025-09-30,Asesor_036,Santanderes,WhatsApp,No efectiva
GES01068,2026-02-09,Asesor_036,Santanderes,WhatsApp,No efectiva
GES01069,2025-10-30,Asesor_037,Santanderes,Email,No efectiva
GES01070,2025-10-24,Asesor_037,Santanderes,WhatsApp,Efectiva
GES01071,2026-01-07,Asesor_037,Santanderes,WhatsApp,Efectiva
GES01072,2025-09-26,Asesor_037,Santanderes,WhatsApp,No efectiva
GES01073,2026-05-04,Asesor_037,Santanderes,WhatsApp,Efectiva
GES01074,2025-10-20,Asesor_037,Santanderes,Llamada,Efectiva
GES01075,2026-04-11,Asesor_037,Santanderes,WhatsApp,No efectiva
GES01076,2026-01-28,Asesor_037,Santanderes,Email,Efectiva
GES01077,2025-08-15,Asesor_037,Santanderes,Llamada,Efectiva
GES01078,2026-02-04,Asesor_037,Santanderes,Email,No efectiva
GES01079,2026-05-26,Asesor_037,Santanderes,Llamada,No efectiva
GES01080,2026-06-17,Asesor_037,Santanderes,Email,Efectiva
GES01081,2026-03-08,Asesor_037,Santanderes,Email,No efectiva
GES01082,2026-02-27,Asesor_037,Santanderes,Email,Efectiva
GES01083,2025-12-04,Asesor_037,Santanderes,Visita,Efectiva
GES01084,2026-01-07,Asesor_037,Santanderes,Llamada,No efectiva
GES01085,2026-01-04,Asesor_038,Santanderes,Llamada,Efectiva
GES01086,2025-08-11,Asesor_038,Santanderes,Email,Efectiva
GES01087,2026-07-03,Asesor_038,Santanderes,WhatsApp,Efectiva
GES01088,2026-03-04,Asesor_038,Santanderes,Email,Efectiva
GES01089,2026-03-29,Asesor_038,Santanderes,Llamada,No efectiva
GES01090,2026-02-10,Asesor_038,Santanderes,WhatsApp,Efectiva
GES01091,2025-09-20,Asesor_038,Santanderes,WhatsApp,Efectiva
GES01092,2026-07-12,Asesor_038,Santanderes,Visita,Efectiva
GES01093,2026-04-15,Asesor_038,Santanderes,Email,Efectiva
GES01094,2026-01-01,Asesor_038,Santanderes,Email,No efectiva
GES01095,2025-11-12,Asesor_038,Santanderes,WhatsApp,No efectiva
GES01096,2025-09-08,Asesor_038,Santanderes,Visita,Efectiva
GES01097,2025-08-25,Asesor_038,Santanderes,Email,No efectiva
GES01098,2026-02-22,Asesor_038,Santanderes,Visita,Efectiva
GES01099,2025-09-17,Asesor_038,Santanderes,Llamada,Efectiva
GES01100,2025-12-18,Asesor_038,Santanderes,Llamada,Efectiva
GES01101,2026-04-29,Asesor_038,Santanderes,WhatsApp,Efectiva
GES01102,2025-09-09,Asesor_039,Santanderes,Email,No efectiva
GES01103,2026-01-01,Asesor_039,Santanderes,WhatsApp,No efectiva
GES01104,2026-01-08,Asesor_039,Santanderes,Visita,Efectiva
GES01105,2025-12-07,Asesor_039,Santanderes,WhatsApp,No efectiva
GES01106,2026-05-08,Asesor_039,Santanderes,Visita,No efectiva
GES01107,2026-06-18,Asesor_039,Santanderes,Visita,No efectiva
GES01108,2025-11-18,Asesor_039,Santanderes,WhatsApp,Efectiva
GES01109,2026-06-23,Asesor_039,Santanderes,WhatsApp,No efectiva
GES01110,2026-06-17,Asesor_039,Santanderes,Llamada,No efectiva
GES01111,2026-02-03,Asesor_039,Santanderes,WhatsApp,Efectiva
GES01112,2025-10-17,Asesor_039,Santanderes,Email,No efectiva
GES01113,2026-02-27,Asesor_039,Santanderes,Email,No efectiva
GES01114,2025-09-02,Asesor_039,Santanderes,Visita,No efectiva
GES01115,2025-12-15,Asesor_039,Santanderes,Email,No efectiva
GES01116,2025-12-10,Asesor_039,Santanderes,Visita,Efectiva
GES01117,2025-09-28,Asesor_039,Santanderes,Visita,Efectiva
GES01118,2025-12-04,Asesor_039,Santanderes,Email,Efectiva
GES01119,2026-05-14,Asesor_039,Santanderes,WhatsApp,Efectiva
GES01120,2025-08-19,Asesor_039,Santanderes,Visita,Efectiva
GES01121,2025-10-09,Asesor_039,Santanderes,Llamada,Efectiva
GES01122,2025-12-21,Asesor_039,Santanderes,Visita,No efectiva
GES01123,2025-08-22,Asesor_039,Santanderes,WhatsApp,No efectiva
GES01124,2025-08-29,Asesor_039,Santanderes,Llamada,Efectiva
GES01125,2025-12-31,Asesor_039,Santanderes,Llamada,No efectiva
GES01126,2026-02-25,Asesor_039,Santanderes,Email,No efectiva
GES01127,2025-09-16,Asesor_039,Santanderes,WhatsApp,No efectiva
GES01128,2025-10-11,Asesor_040,Santanderes,Visita,Efectiva
GES01129,2026-04-14,Asesor_040,Santanderes,Llamada,No efectiva
GES01130,2026-05-25,Asesor_040,Santanderes,Email,Efectiva
GES01131,2025-09-16,Asesor_040,Santanderes,Visita,No efectiva
GES01132,2026-01-08,Asesor_040,Santanderes,Email,No efectiva
GES01133,2026-02-16,Asesor_040,Santanderes,Visita,No efectiva
GES01134,2025-11-20,Asesor_040,Santanderes,Visita,Efectiva
GES01135,2025-11-18,Asesor_040,Santanderes,Email,Efectiva
GES01136,2025-12-09,Asesor_040,Santanderes,Llamada,Efectiva
GES01137,2026-02-08,Asesor_040,Santanderes,Llamada,Efectiva
GES01138,2026-03-05,Asesor_040,Santanderes,WhatsApp,No efectiva
GES01139,2025-12-21,Asesor_040,Santanderes,Visita,Efectiva
GES01140,2026-02-05,Asesor_040,Santanderes,Email,Efectiva
GES01141,2026-06-07,Asesor_040,Santanderes,Llamada,No efectiva
GES01142,2026-07-06,Asesor_040,Santanderes,Llamada,No efectiva
GES01143,2026-07-10,Asesor_040,Santanderes,Visita,Efectiva
GES01144,2026-02-13,Asesor_040,Santanderes,Email,No efectiva
GES01145,2026-02-02,Asesor_040,Santanderes,Llamada,No efectiva
GES01146,2025-11-30,Asesor_040,Santanderes,WhatsApp,Efectiva
GES01147,2026-02-18,Asesor_040,Santanderes,Email,Efectiva
GES01148,2025-11-29,Asesor_040,Santanderes,Email,Efectiva
GES01149,2025-10-22,Asesor_040,Santanderes,WhatsApp,No efectiva
GES01150,2026-06-26,Asesor_040,Santanderes,WhatsApp,No efectiva
GES01151,2025-12-19,Asesor_040,Santanderes,Llamada,No efectiva
GES01152,2026-04-09,Asesor_040,Santanderes,WhatsApp,No efectiva
GES01153,2026-01-18,Asesor_040,Santanderes,WhatsApp,No efectiva
GES01154,2025-09-21,Asesor_040,Santanderes,Visita,No efectiva
GES01155,2026-04-17,Asesor_040,Santanderes,Llamada,Efectiva
GES01156,2026-06-05,Asesor_040,Santanderes,Email,Efectiva
GES01157,2025-08-15,Asesor_040,Santanderes,Llamada,No efectiva
GES01158,2025-11-03,Asesor_040,Santanderes,WhatsApp,No efectiva
GES01159,2025-10-09,Asesor_040,Santanderes,Llamada,Efectiva
GES01160,2026-06-18,Asesor_040,Santanderes,Email,Efectiva
GES01161,2025-09-12,Asesor_040,Santanderes,Llamada,Efectiva
GES01162,2026-04-22,Asesor_040,Santanderes,Visita,No efectiva
GES01163,2026-02-27,Asesor_040,Santanderes,Email,Efectiva
GES01164,2025-10-08,Asesor_040,Santanderes,Email,Efectiva
GES01165,2026-05-31,Asesor_040,Santanderes,Email,No efectiva
GES01166,2025-09-13,Asesor_041,Santanderes,WhatsApp,Efectiva
GES01167,2026-02-18,Asesor_041,Santanderes,WhatsApp,No efectiva
GES01168,2026-05-20,Asesor_041,Santanderes,Visita,Efectiva
GES01169,2025-08-12,Asesor_041,Santanderes,Visita,No efectiva
GES01170,2026-03-25,Asesor_041,Santanderes,Visita,Efectiva
GES01171,2025-10-26,Asesor_041,Santanderes,Llamada,Efectiva
GES01172,2026-03-08,Asesor_041,Santanderes,Email,Efectiva
GES01173,2026-02-05,Asesor_041,Santanderes,Visita,No efectiva
GES01174,2025-09-30,Asesor_041,Santanderes,Llamada,No efectiva
GES01175,2026-03-11,Asesor_041,Santanderes,WhatsApp,No efectiva
GES01176,2026-04-11,Asesor_041,Santanderes,Llamada,Efectiva
