id_poliza,fecha_emision,asesor,regional,canal,producto,prima_mensual,estado,dias_mora
POL00566,2026-04-03,Asesor_036,Santanderes,Bancaseguros,Vida Deudor,263000,Vigente,0
POL00567,2026-06-26,Asesor_013,Valle,Bancaseguros,Accidentes Personales,549100,Cancelada,0
POL00568,2026-02-12,Asesor_002,Bogotá,Affinity,Hogar,478800,Vigente,0
POL00569,2026-04-15,Asesor_037,Santanderes,Affinity,Hogar,255400,Vigente,0
POL00570,2025-11-21,Asesor_039,Santanderes,Affinity,Vida Deudor,82800,Mora,68
POL00571,2026-05-27,Asesor_023,Costa,Bancaseguros,Salud a su Medida,116600,Vigente,0
POL00572,2026-05-01,Asesor_018,Valle,Bancaseguros,Vida Deudor,504200,Mora,50
POL00573,2025-10-28,Asesor_023,Costa,Bancaseguros,Salud a su Medida,517900,Cancelada,0
POL00574,2026-05-30,Asesor_023,Costa,Negocios Masivos,Vida Deudor,606000,Mora,73
POL00575,2026-05-16,Asesor_010,Antioquia,Affinity,Salud a su Medida,476800,Vigente,0
POL00576,2025-09-16,Asesor_003,Bogotá,Bancaseguros,Vida Deudor,525400,Vigente,0
POL00577,2025-08-01,Asesor_031,Eje Cafetero,Negocios Masivos,Hogar,199200,Vigente,0
POL00578,2026-01-13,Asesor_012,Antioquia,Bancaseguros,Vida Deudor,155400,Vigente,0
POL00579,2025-09-26,Asesor_010,Antioquia,Affinity,Accidentes Personales,817900,Vigente,0
POL00580,2026-05-28,Asesor_026,Costa,Affinity,Vida Deudor,280900,Vigente,0
POL00581,2026-03-12,Asesor_011,Antioquia,Negocios Masivos,Exequial,293600,Vigente,0
POL00582,2026-06-11,Asesor_036,Santanderes,Bancaseguros,Hogar,577400,Cancelada,0
POL00583,2026-01-05,Asesor_025,Costa,Bancaseguros,Hogar,179800,Vigente,0
POL00584,2026-02-17,Asesor_037,Santanderes,Bancaseguros,Accidentes Personales,183400,Vigente,0
POL00585,2025-11-22,Asesor_040,Santanderes,Bancaseguros,Accidentes Personales,798400,Vigente,0
POL00586,2025-11-30,Asesor_005,Bogotá,Affinity,Hogar,171800,Cancelada,0
POL00587,2026-07-10,Asesor_006,Bogotá,Affinity,Hogar,44300,Vigente,0
POL00588,2026-01-27,Asesor_005,Bogotá,Bancaseguros,Hogar,622100,Vigente,0
POL00589,2026-03-03,Asesor_029,Eje Cafetero,Affinity,Salud a su Medida,436900,Vigente,0
POL00590,2026-02-09,Asesor_035,Santanderes,Affinity,Vida Deudor,677800,Vigente,0
POL00591,2025-10-23,Asesor_015,Valle,Bancaseguros,Exequial,686300,Vigente,0
POL00592,2026-01-11,Asesor_002,Bogotá,Bancaseguros,Hogar,95500,Vigente,0
POL00593,2025-10-22,Asesor_025,Costa,Negocios Masivos,Vida Deudor,802600,Mora,44
POL00594,2026-06-11,Asesor_039,Santanderes,Negocios Masivos,Exequial,60300,Mora,22
POL00595,2026-03-11,Asesor_039,Santanderes,Bancaseguros,Salud a su Medida,117500,Vigente,0
POL00596,2026-02-26,Asesor_013,Valle,Negocios Masivos,Accidentes Personales,789300,Vigente,0
POL00597,2025-12-31,Asesor_019,Valle,Bancaseguros,Salud a su Medida,75500,Vigente,0
POL00598,2025-10-18,Asesor_032,Eje Cafetero,Affinity,Vida Deudor,38100,Vigente,0
POL00599,2026-06-04,Asesor_041,Santanderes,Bancaseguros,Exequial,114000,Vigente,0
POL00600,2025-12-28,Asesor_041,Santanderes,Affinity,Vida Deudor,722700,Vigente,0
POL00601,2026-03-30,Asesor_026,Costa,Negocios Masivos,Exequial,251000,Vigente,0
POL00602,2025-11-03,Asesor_025,Costa,Affinity,Hogar,336100,Vigente,0
POL00603,2026-03-14,Asesor_017,Valle,Affinity,Exequial,219400,Vigente,0
POL00604,2025-10-17,Asesor_004,Bogotá,Bancaseguros,Vida Deudor,579500,Cancelada,0
POL00605,2026-05-29,Asesor_027,Costa,Negocios Masivos,Salud a su Medida,84700,Vigente,0
POL00606,2026-03-03,Asesor_034,Eje Cafetero,Negocios Masivos,Accidentes Personales,741500,Vigente,0
POL00607,2026-04-01,Asesor_016,Valle,Bancaseguros,Hogar,356800,Cancelada,0
POL00608,2026-04-15,Asesor_003,Bogotá,Negocios Masivos,Accidentes Personales,687400,Vigente,0
POL00609,2025-10-15,Asesor_040,Santanderes,Affinity,Vida Deudor,175900,Mora,28
POL00610,2025-10-04,Asesor_013,Valle,Affinity,Vida Deudor,98900,Vigente,0
POL00611,2026-06-18,Asesor_013,Valle,Negocios Masivos,Salud a su Medida,245200,Mora,118
POL00612,2025-09-14,Asesor_005,Bogotá,Negocios Masivos,Exequial,358800,Vigente,0
POL00613,2026-04-24,Asesor_018,Valle,Bancaseguros,Exequial,676000,Vigente,0
POL00614,2026-03-03,Asesor_034,Eje Cafetero,Affinity,Vida Deudor,157000,Vigente,0
POL00615,2025-09-21,Asesor_038,Santanderes,Negocios Masivos,Vida Deudor,670300,Cancelada,0
POL00616,2026-01-24,Asesor_035,Santanderes,Affinity,Exequial,347200,Vigente,0
POL00617,2026-03-31,Asesor_039,Santanderes,Bancaseguros,Vida Deudor,259500,Vigente,0
POL00618,2026-07-15,Asesor_039,Santanderes,Bancaseguros,Exequial,357600,Cancelada,0
POL00619,2025-08-26,Asesor_016,Valle,Affinity,Exequial,766100,Vigente,0
POL00620,2026-01-07,Asesor_020,Valle,Affinity,Hogar,734500,Vigente,0
POL00621,2025-10-08,Asesor_015,Valle,Negocios Masivos,Hogar,396100,Cancelada,0
POL00622,2026-03-02,Asesor_018,Valle,Negocios Masivos,Accidentes Personales,107800,Vigente,0
POL00623,2026-04-06,Asesor_027,Costa,Affinity,Accidentes Personales,704100,Vigente,0
POL00624,2025-09-03,Asesor_011,Antioquia,Negocios Masivos,Hogar,448000,Vigente,0
POL00625,2026-05-19,Asesor_034,Eje Cafetero,Bancaseguros,Vida Deudor,192100,Cancelada,0
POL00626,2025-12-06,Asesor_004,Bogotá,Affinity,Vida Deudor,76200,Vigente,0
POL00627,2025-12-19,Asesor_013,Valle,Affinity,Hogar,446700,Vigente,0
POL00628,2026-07-15,Asesor_008,Antioquia,Bancaseguros,Vida Deudor,338600,Vigente,0
POL00629,2026-03-31,Asesor_012,Antioquia,Negocios Masivos,Accidentes Personales,320100,Vigente,0
POL00630,2025-09-16,Asesor_017,Valle,Bancaseguros,Hogar,350100,Vigente,0
POL00631,2025-11-18,Asesor_037,Santanderes,Negocios Masivos,Salud a su Medida,218500,Vigente,0
POL00632,2026-04-20,Asesor_027,Costa,Negocios Masivos,Vida Deudor,42300,Mora,83
POL00633,2026-06-04,Asesor_012,Antioquia,Bancaseguros,Vida Deudor,240700,Cancelada,0
POL00634,2026-06-26,Asesor_020,Valle,Affinity,Hogar,764800,Cancelada,0
POL00635,2025-12-08,Asesor_030,Eje Cafetero,Affinity,Salud a su Medida,281200,Vigente,0
POL00636,2026-02-20,Asesor_040,Santanderes,Bancaseguros,Accidentes Personales,41000,Mora,108
POL00637,2026-05-15,Asesor_024,Costa,Negocios Masivos,Accidentes Personales,265400,Vigente,0
POL00638,2025-09-02,Asesor_031,Eje Cafetero,Affinity,Hogar,557100,Cancelada,0
POL00639,2026-07-02,Asesor_017,Valle,Bancaseguros,Hogar,157200,Vigente,0
POL00640,2026-06-04,Asesor_004,Bogotá,Negocios Masivos,Exequial,295500,Vigente,0
POL00641,2026-07-02,Asesor_002,Bogotá,Affinity,Exequial,246400,Vigente,0
POL00642,2025-08-19,Asesor_025,Costa,Negocios Masivos,Accidentes Personales,845700,Cancelada,0
POL00643,2025-11-22,Asesor_022,Costa,Negocios Masivos,Accidentes Personales,674700,Mora,86
POL00644,2026-04-17,Asesor_023,Costa,Bancaseguros,Hogar,720100,Cancelada,0
POL00645,2025-12-29,Asesor_012,Antioquia,Affinity,Vida Deudor,139300,Vigente,0
POL00646,2025-11-02,Asesor_036,Santanderes,Negocios Masivos,Hogar,107800,Vigente,0
POL00647,2026-03-04,Asesor_020,Valle,Affinity,Hogar,247400,Vigente,0
POL00648,2026-03-29,Asesor_008,Antioquia,Negocios Masivos,Vida Deudor,510600,Mora,10
POL00649,2025-11-08,Asesor_031,Eje Cafetero,Bancaseguros,Accidentes Personales,742000,Vigente,0
POL00650,2026-02-28,Asesor_020,Valle,Bancaseguros,Vida Deudor,147000,Vigente,0
